District,Code,State,Trump2016,Clinton2016,Obama2012,Romney2012,Obama2008,McCain2008,raw16PVI,raw12PVI,raw08PVI,raw16PVIuse,raw12PVIuse,raw08PVIuse,Trump2016vote,Clinton2016vote
Illinois 1st,IL-01,Illinois,21.4473825400475,75.391430980302,78.9441202657015,20.246960230936,81.2998286951196,18.7001713048804,26.7,27.6,27.6,-26.7,-27.6,-27.6,69956,245908
Illinois 2nd,IL-02,Illinois,19.1106046333928,77.9673409700219,80.7097718978531,18.5343857758077,81.633436858324,18.366563141676,29.2,29.4,27.9,-29.2,-29.4,-27.9,58024,236726
Illinois 3rd,IL-03,Illinois,39.9266589465558,55.2279187282872,55.9283262606885,42.5842533172853,59.0263383868293,40.9736616131707,6.9,4.8,5.3,-6.9,-4.8,-5.3,113779,157383
Illinois 4th,IL-04,Illinois,13.2457807565343,82.1098360890007,80.8959037905365,17.056219484498,81.5621553489838,18.4378446510162,35,30.6,27.9,-35,-30.6,-27.9,27807,172374
Illinois 5th,IL-05,Illinois,23.9449017899864,70.5250340453201,66.0231455087521,31.8143326686069,70.8355448596436,29.1644551403564,23.5,15.5,17.1,-23.5,-15.5,-17.1,78069,229937
Illinois 6th,IL-06,Illinois,43.2232040388279,50.1964575453831,45.0937892718241,53.3057459075487,52.0209483056432,47.9790516943568,2.6,-6.1,-1.7,-2.6,6.1,1.7,152909,177578
Illinois 7th,IL-07,Illinois,9.21462862596281,87.4067816829433,87.222219871462,11.7908554167327,90.0115636236912,9.98843637630883,39.3,36.1,36.3,-39.3,-36.1,-36.3,28580,271100
Illinois 8th,IL-08,Illinois,36.4324248031867,58.1160022582567,57.3858840710007,40.9398822061414,62.3588306298262,37.6411693701738,10.4,6.4,8.7,-10.4,-6.4,-8.7,92926,148233
Illinois 9th,IL-09,Illinois,24.8702099903707,70.1134024565134,65.0441251603228,33.2873981769216,69.3754350479294,30.6245649520706,22.7,14.2,15.7,-22.7,-14.2,-15.7,84456,238096
Illinois 10th,IL-10,Illinois,32.6420467355525,62.0378560056607,57.5248503632375,41.1361686222368,63.6651124790466,36.3348875209534,14.4,6.3,10,-14.4,-6.3,-10,94108,178857
Illinois 11th,IL-11,Illinois,35.4423860954152,58.8770474215006,57.8195665566528,40.6417270510323,62.10492592879,37.89507407121,11.3,6.8,8.4,-11.3,-6.8,-8.4,99104,164632
Illinois 12th,IL-12,Illinois,54.9929395971454,40.1515295428785,49.7418658387705,48.1282346319059,55.6625577812018,44.3374422187982,-8.9,-1.1,2,8.9,1.1,-2,173693,126817
Illinois 13th,IL-13,Illinois,49.6948237228068,44.234465386791,48.6376800365094,48.9482209389427,55.6476585203182,44.3523414796818,-4,-2.1,2,4,2.1,-2,159013,141541
Illinois 14th,IL-14,Illinois,48.7302608781743,44.8402379614288,44.1762124139219,54.1967057901983,51.2402484581332,48.7597515418668,-3.2,-7.1,-2.4,3.2,7.1,2.4,167348,153989
Illinois 15th,IL-15,Illinois,70.7163854925384,24.520506051017,34.0608541350464,63.9438923729021,43.5736814164819,56.4263185835181,-25.4,-17.2,-10.1,25.4,17.2,10.1,226605,78574
Illinois 16th,IL-16,Illinois,55.4806595125454,38.3162172904086,45.1669322590899,52.8857968315779,50.959885748951,49.040114251049,-10.3,-5.9,-2.7,10.3,5.9,2.7,173093,119542
Illinois 17th,IL-17,Illinois,47.3756805049059,46.6727968708094,57.5845433293608,40.6354775861271,60.9270371621954,39.0729628378046,-1.5,6.7,7.2,1.5,-6.7,-7.2,136017,133999
Illinois 18th,IL-18,Illinois,60.6477613832122,33.2557456198471,37.402127890676,60.6592541692851,44.7817769798993,55.2182230201007,-15.7,-13.8,-8.9,15.7,13.8,8.9,210529,115442
Indiana 1st,IN-01,Indiana,41.5068452093525,54.0683288764266,61.1896998016607,37.3876357279726,63.8899289885633,36.1100710114367,5.5,10.1,10.2,-5.5,-10.1,-10.2,124638,162358
Indiana 2nd,IN-02,Indiana,59.2643733147778,36.058681975008,42.1445444400968,56.0993724910511,50.1199214058849,49.8800785941151,-13.3,-9.1,-3.6,13.3,9.1,3.6,163527,99496
Indiana 3rd,IN-03,Indiana,65.1066548065926,30.118520604589,35.6974003502407,62.5378179931832,43.4303063569934,56.5696936430066,-19.5,-15.6,-10.3,19.5,15.6,10.3,189573,87697
Indiana 4th,IN-04,Indiana,64.2927539107716,30.1828885140722,36.8670037402293,60.8752708626842,45.1311819846999,54.8688180153001,-19.2,-14.2,-8.6,19.2,14.2,8.6,194402,91264
Indiana 5th,IN-05,Indiana,53.0820938215103,41.2782190635452,40.7113527099499,57.4997442754227,46.9433611557171,53.0566388442829,-7.4,-10.5,-6.7,7.4,10.5,6.7,192998,150081
Indiana 6th,IN-06,Indiana,67.6990886297608,27.3603427919502,37.2759417019144,60.4343270453916,44.2394644607232,55.7605355392768,-22.3,-13.8,-9.4,22.3,13.8,9.4,204129,82498
Indiana 7th,IN-07,Indiana,36.1770547621299,59.0239288754374,62.894564205837,35.3463926648054,66.8886822510074,33.1113177489926,10.9,12.1,13.2,-10.9,-12.1,-13.2,95625,156015
Indiana 8th,IN-08,Indiana,64.6022732942808,30.8840699751514,39.6066708835792,58.3729519067926,48.7536664083422,51.2463335916578,-18.8,-11.5,-4.9,18.8,11.5,4.9,194208,92844
Indiana 9th,IN-09,Indiana,61.0543185145235,34.1582556437322,40.6855862091697,57.1650351033323,46.7463002453142,53.2536997546858,-15.2,-10.4,-6.9,15.2,10.4,6.9,198106,110835
Kansas 1st,KS-01,Kansas,69.287365351785,24.3193938753003,27.6393712747795,70.0642987315722,31.5770888283536,68.4229111716464,-25.1,-23.7,-22.1,25.1,23.7,22.1,183448,64389
Kansas 2nd,KS-02,Kansas,55.8079125473099,37.4068599762563,42.2327593820347,55.3783297060464,46.1513129771476,53.8486870228524,-11,-8.7,-7.5,11,8.7,7.5,165000,110596
Kansas 3rd,KS-03,Kansas,45.9997602107806,47.2206382487199,44.3002124144442,53.8255780880279,49.4258759634574,50.5741240365426,-.5,-6.8,-4.3,.5,6.8,4.3,157304,161479
Kansas 4th,KS-04,Kansas,60.1958863145472,32.978324294201,36.101543898531,61.6035729795295,40.2627528190442,59.7372471809558,-15.7,-15,-13.4,15.7,15,13.4,165266,90541
Kentucky 1st,KY-01,Kentucky,72.4001688693808,23.9056522902104,32.1010896809725,66.4017103249397,37.4394302651412,62.5605697348588,-26.3,-19.4,-16.2,26.3,19.4,16.2,224657,74179
Kentucky 2nd,KY-02,Kentucky,67.5327876935213,27.5992875456069,35.1474430694863,63.2753880002304,37.6803683311183,62.3196316688817,-22.1,-16.3,-16,22.1,16.3,16,219152,89563
Kentucky 3rd,KY-03,Kentucky,39.9108348061863,54.860414712257,55.7311603007409,42.7965004917948,56.7745044174205,43.2254955825795,6.8,4.6,3.1,-6.8,-4.6,-3.1,135714,186549
Kentucky 4th,KY-04,Kentucky,65.1786005593966,29.264212558839,34.8282429369635,63.3790558157315,37.5760553390035,62.4239446609965,-20.1,-16.5,-16.1,20.1,16.5,16.1,219749,98664
Kentucky 5th,KY-05,Kentucky,79.5874748098842,17.4680206765499,23.2462848761974,75.0210408046231,32.1614826576997,67.8385173423003,-33.1,-28.3,-21.5,33.1,28.3,21.5,221558,48628
Kentucky 6th,KY-06,Kentucky,54.6950260050689,39.419300205398,42.1625511354273,55.7881236290634,45.500882373239,54.499117626761,-9.2,-8.9,-8.2,9.2,8.9,8.2,182141,131271
Louisiana 1st,LA-01,Louisiana,68.7010844867343,26.6967196099663,26.8584628749039,70.8503170227886,25.85282774719,74.14717225281,-23.1,-24.5,-27.8,23.1,24.5,27.8,244907,95169
Louisiana 2nd,LA-02,Louisiana,22.2425550644856,74.6121518712579,75.8383782261212,22.8119448815131,74.2470615305572,25.7529384694428,25.9,24.9,20.6,-25.9,-24.9,-20.6,73779,247490
Louisiana 3rd,LA-03,Louisiana,67.3469863712557,29.2226514102471,32.260137029083,66.0995401356971,34.6459839768017,65.3540160231983,-20.9,-19.2,-19,20.9,19.2,19,231017,100241
Louisiana 4th,LA-04,Louisiana,60.5965546909835,36.6131594978365,39.6644336458965,59.0334279131258,40.4241221461587,59.5758778538413,-13.4,-11.8,-13.3,13.4,11.8,13.3,192977,116599
Louisiana 5th,LA-05,Louisiana,63.4670030827837,34.0927432446221,37.6601578796322,61.013327931565,37.1809696127301,62.8190303872699,-16.2,-13.8,-16.5,16.2,13.8,16.5,205258,110259
Louisiana 6th,LA-06,Louisiana,64.812291579459,31.0141002553722,31.9600052097935,66.1476241720736,31.4082854661527,68.5917145338473,-18.7,-19.4,-22.3,18.7,19.4,22.3,230700,110395
Massachusetts 1st,MA-01,Massachusetts,36.5291784301822,57.1827681934187,63.9607645694352,34.2662686781868,65.53873498218,34.46126501782,9.9,13.2,11.9,-9.9,-13.2,-11.9,123953,194036
Massachusetts 2nd,MA-02,Massachusetts,36.8322505925907,56.1978015098613,58.7045225214094,39.1841045419377,61.7570709325779,38.2429290674221,9.3,8,8.1,-9.3,-8,-8.1,129437,197492
Massachusetts 3rd,MA-03,Massachusetts,35.3872901025066,58.2253423340974,56.908012315086,41.4114290005256,59.9019277583215,40.0980722416785,11.1,5.9,6.2,-11.1,-5.9,-6.2,123347,202952
Massachusetts 4th,MA-04,Massachusetts,35.0226708961225,59.1921250396184,57.2441646855414,41.2916036308623,61.4179901875773,38.5820098124227,11.7,6.1,7.7,-11.7,-6.1,-7.7,133705,225976
Massachusetts 5th,MA-05,Massachusetts,25.6820652319423,69.3197821675083,65.1866093206598,33.1297494841345,67.3393863512326,32.6606136487674,21.9,14.3,13.7,-21.9,-14.3,-13.7,95922,258908
Massachusetts 6th,MA-06,Massachusetts,38.2110780309491,56.0678824872957,54.7444991594772,43.8894899795744,57.8864482015797,42.1135517984203,8.4,3.5,4.2,-8.4,-3.5,-4.2,153244,224858
Massachusetts 7th,MA-07,Massachusetts,11.9288995459348,84.135206117792,82.4581052958863,15.6431627630896,83.0888033886066,16.9111966113935,36.5,32.1,29.4,-36.5,-32.1,-29.4,36018,254037
Massachusetts 8th,MA-08,Massachusetts,34.3740288365364,60.4193598090448,57.78479521394,40.8475269405453,58.7937284859852,41.2062715140148,12.6,6.6,5.1,-12.6,-6.6,-5.1,131624,231356
Massachusetts 9th,MA-09,Massachusetts,41.8215181106548,52.5394273797628,55.5371041988151,43.1375313651306,58.7194533762058,41.2805466237942,4.6,4.3,5,-4.6,-4.3,-5,163643,205581
Maryland 1st,MD-01,Maryland,61.8957069881319,33.4804364731518,37.7830096579124,60.2941800678572,39.1766531120743,60.8233468879257,-16,-13.4,-14.5,16,13.4,14.5,225249,121841
Maryland 2nd,MD-02,Maryland,35.6316579191493,60.1542800575282,62.9034225120674,35.139159905515,61.7680486073384,38.2319513926616,11.7,12.2,8.1,-11.7,-12.2,-8.1,114461,193236
Maryland 3rd,MD-03,Maryland,32.1350889183188,62.9112348175267,60.6334908709239,37.1920159870017,61.2749184938155,38.7250815061845,15.1,10,7.6,-15.1,-10,-7.6,113317,221842
Maryland 4th,MD-04,Maryland,19.2023991639277,77.7229147418324,78.2831604482063,20.6978828582179,78.013755192869,21.986244807131,29.1,27.1,24.3,-29.1,-27.1,-24.3,63390,256575
Maryland 5th,MD-05,Maryland,32.5995700957719,63.5822163701228,66.1954133092917,32.2978531582803,65.937883547253,34.062116452747,15,15.2,12.2,-15,-15.2,-12.2,115868,225989
Maryland 6th,MD-06,Maryland,39.7060339318477,55.8105565093959,55.4152774599012,42.6022033489419,57.2644372944326,42.7355627055674,7.3,4.6,3.6,-7.3,-4.6,-3.6,134827,189512
Maryland 7th,MD-07,Maryland,20.4757801380673,75.4548183147275,75.9688215473996,22.5072471200051,77.2784621665843,22.7215378334157,27.5,25.2,23.6,-27.5,-25.2,-23.6,63444,233796
Maryland 8th,MD-08,Maryland,30.9447784653601,64.612987612526,61.9797760904351,36.0832860920827,63.8519971902703,36.1480028097297,16.5,11.2,10.2,-16.5,-11.2,-10.2,112613,235137
Maine 1st,ME-01,Maine,39.2596283650656,54.0935010919223,59.5700851772502,38.1801463438436,61.8104300611252,38.1895699388748,6.8,9,8.1,-6.8,-9,-8.1,154425,212773
Maine 2nd,ME-02,Maine,51.4183702719808,41.1425295381463,52.9529029592578,44.3593441887448,55.7206419378913,44.2793580621087,-6.7,2.5,2,6.7,-2.5,-2,181168,144962
Michigan 1st,MI-01,Michigan,57.897310329365,36.5903007435933,45.2931558998423,53.5508678978366,50.6562202598322,49.3437797401678,-12.4,-6.1,-3,12.4,6.1,3,210822,133237
Michigan 2nd,MI-02,Michigan,55.7562566616098,38.2281419651919,43.0565571619349,55.9889795780777,48.8254858257296,51.1745141742704,-10.4,-8.5,-4.9,10.4,8.5,4.9,193198,132462
Michigan 3rd,MI-03,Michigan,51.6021009448857,42.1556917032893,45.7689934094028,53.1464400144646,50.5400901357833,49.4599098642167,-6.2,-5.7,-3.1,6.2,5.7,3.1,180344,147330
Michigan 4th,MI-04,Michigan,59.4999120436035,34.6749794479675,45.4515648452294,53.4711115256592,50.5345527432282,49.4654472567718,-14.3,-6,-3.2,14.3,6,3.2,195302,113817
Michigan 5th,MI-05,Michigan,45.4775987792615,49.7481430143533,60.7140383414133,38.3233028312178,64.0671632467788,35.9328367532212,1.1,9.3,10.4,-1.1,-9.3,-10.4,148972,162961
Michigan 6th,MI-06,Michigan,51.3017294010608,42.8648447872059,48.8325768128448,50.1717476359161,54.0277643289113,45.9722356710887,-5.6,-2.6,.3,5.6,2.6,-.3,170314,142305
Michigan 7th,MI-07,Michigan,55.7223869049821,38.6552707876422,47.9211312801027,51.0119616728323,51.7317693924975,48.2682306075025,-10.2,-3.5,-2,10.2,3.5,2,189655,131566
Michigan 8th,MI-08,Michigan,50.6419214439632,43.8533421518636,47.9747488119957,51.1467551108572,52.8697702780731,47.1302297219269,-4.7,-3.6,-.8,4.7,3.6,.8,189891,164436
Michigan 9th,MI-09,Michigan,43.7376142301779,51.4643669308027,57.1956988261451,41.884299225548,59.1794452470863,40.8205547529137,2.9,5.8,5.5,-2.9,-5.8,-5.5,155597,183085
Michigan 10th,MI-10,Michigan,63.7732650981255,31.6013687045342,43.7433434236578,55.3030042881085,48.9671319588638,51.0328680411362,-18,-7.8,-4.7,18,7.8,4.7,228171,113065
Michigan 11th,MI-11,Michigan,49.6884320817751,45.3136910821997,46.9350248369582,52.327742829838,50.950387233785,49.049612766215,-3.4,-4.7,-2.7,3.4,4.7,2.7,194245,177143
Michigan 12th,MI-12,Michigan,34.4852319177927,60.8344627296304,66.2080564207855,32.777998616538,68.0614886355722,31.9385113644278,12.7,14.9,14.4,-12.7,-14.9,-14.4,116741,205939
Michigan 13th,MI-13,Michigan,18.1316258578519,78.805546029102,85.1591600605804,14.2858604740009,85.6761742152842,14.3238257847158,30.2,33.7,32,-30.2,-33.7,-32,48111,209105
Michigan 14th,MI-14,Michigan,18.2521780323826,79.1799868863156,80.9710481168387,18.6061257929841,82.7634794787925,17.2365205212075,30.2,29.4,29.1,-30.2,-29.4,-29.1,58179,252387
Minnesota 1st,MN-01,Minnesota,53.2953281831758,38.385886260346,49.5621996485961,48.2074911858135,52.1214209765164,47.8785790234836,-9.2,-1.3,-1.6,9.2,1.3,1.6,181647,130831
Minnesota 2nd,MN-02,Minnesota,46.5236962372349,45.327571469778,49.0729873123271,49.0129744600171,51.4669549533526,48.5330450466474,-1.8,-1.9,-2.2,1.8,1.9,2.2,175807,171287
Minnesota 3rd,MN-03,Minnesota,41.3742292346754,50.8385221456495,49.608055176263,48.7880358406506,51.8608527675219,48.1391472324781,4,-1.5,-1.8,-4,1.5,1.8,164259,201833
Minnesota 4th,MN-04,Minnesota,30.5686786745497,61.5435171181081,62.483738806091,35.4969043005123,63.8041136358588,36.1958863641412,15.7,11.8,10.1,-15.7,-11.8,-10.1,111163,223803
Minnesota 5th,MN-05,Minnesota,18.4795709536251,73.7192917175607,73.502962760747,23.9919387214363,74.9808260898562,25.0191739101438,28.8,23.4,21.3,-28.8,-23.4,-21.3,68535,273402
Minnesota 6th,MN-06,Minnesota,58.9156941557689,33.2470676403907,41.5406842602562,56.4866290184359,44.1412372613751,55.8587627386249,-15,-9.6,-9.5,15,9.6,9.5,218546,123329
Minnesota 7th,MN-07,Minnesota,61.7839497930298,31.0280262904111,44.1338562685011,53.8669024455085,48.3403626659042,51.6596373340958,-17.7,-6.9,-5.3,17.7,6.9,5.3,208215,104566
Minnesota 8th,MN-08,Minnesota,54.2026920604531,38.5874056985749,51.7004072118858,46.2236703327732,54.3563971568192,45.6436028431808,-9.5,.8,.7,9.5,-.8,-.7,194779,138665
Missouri 1st,MO-01,Missouri,18.8156667897349,77.0032477487907,79.8662596307603,18.8941051053362,81.1640103259828,18.8359896740172,29.3,28.9,27.5,-29.3,-28.9,-27.5,60136,246107
Missouri 2nd,MO-02,Missouri,52.5724161572302,42.2896551067436,41.4393664561676,57.1437860797802,46.8493479421888,53.1506520578112,-6.5,-9.9,-6.8,6.5,9.9,6.8,220842,177647
Missouri 3rd,MO-03,Missouri,67.0940170940171,28.0760520105795,36.0521607795714,61.9967149847991,43.3955027614623,56.6044972385377,-21.6,-15.2,-10.3,21.6,15.2,10.3,254183,106365
Missouri 4th,MO-04,Missouri,65.2860795204091,29.3408563284258,36.4138826476906,61.2441250068807,42.5818530128875,57.4181469871125,-20.1,-14.7,-11.1,20.1,14.7,11.1,222162,99844
Missouri 5th,MO-05,Missouri,40.5890457203858,54.0664166689477,58.9035759605856,39.3635298111903,62.7780953970134,37.2219046029866,6,8,9.1,-6,-8,-9.1,133458,177772
Missouri 6th,MO-06,Missouri,63.0977870931658,31.6529854751507,37.9028933919547,60.032556625111,43.7978352429691,56.2021647570309,-17.7,-13.3,-9.9,17.7,13.3,9.9,223375,112056
Missouri 7th,MO-07,Missouri,70.362996939214,24.6789390444618,30.3443765070125,67.5554735014382,35.8988957288071,64.1011042711929,-25.1,-21,-17.8,25.1,21,17.8,240690,84419
Missouri 8th,MO-08,Missouri,75.4262011839534,21.0411362427576,31.9870024684368,65.8775098739411,38.9934104016999,61.0065895983001,-29.3,-19.3,-14.7,29.3,19.3,14.7,239666,66858
Mississippi 1st,MS-01,Mississippi,65.3989559092615,32.4411907423874,37.0134943403774,61.8727069309282,36.9260632605828,63.0739367394172,-18,-14.5,-16.8,18,14.5,16.8,203144,100770
Mississippi 2nd,MS-02,Mississippi,35.1345713200206,63.5522732995649,66.3804709220888,33.0450198612586,64.5729910138124,35.4270089861876,13.3,14.8,10.9,-13.3,-14.8,-10.9,102392,185208
Mississippi 3rd,MS-03,Mississippi,61.3014976124087,36.7784557400578,39.0914489660322,60.0271648057011,38.6947789388001,61.3052210611999,-13.6,-12.5,-15,13.6,12.5,15,198527,119108
Mississippi 4th,MS-04,Mississippi,69.3767970224551,28.2390502901695,31.2391280021973,67.598479530974,31.3828147982126,68.6171852017874,-22.2,-20.4,-22.3,22.2,20.4,22.3,196652,80045
Montana At-Large,MT-01,Montana,56.4663060512613,35.935291441282,41.708132547548,55.3648033194746,48.8305967160593,51.1694032839407,-12.2,-9,-4.9,12.2,9,4.9,279240,177709
North Carolina 1st,NC-01,North Carolina,30.4761152961342,67.5450516486986,68.5564232261252,31.4435767738748,67.6892345218284,32.3107654781716,17.8,16.6,14,-17.8,-16.6,-14,108100,239585
North Carolina 2nd,NC-02,North Carolina,53.2395692492075,43.5914867045852,43.4540045313565,56.5459954686435,45.1871641914827,54.8128358085173,-6.1,-8.5,-8.5,6.1,8.5,8.5,211450,173131
North Carolina 3rd,NC-03,North Carolina,60.5460175185949,36.8682086521277,40.9586476863826,59.0413523136174,42.8076923076923,57.1923076923077,-13.3,-11,-10.9,13.3,11,10.9,198864,121094
North Carolina 4th,NC-04,North Carolina,28.2118036617677,68.241086167652,65.3595496341552,34.6404503658448,66.4369126397153,33.5630873602847,19.6,13.4,12.7,-19.6,-13.4,-12.7,116383,281517
North Carolina 5th,NC-05,North Carolina,57.3560916477433,39.7647637162976,42.8104431704112,57.1895568295888,45.1626856915994,54.8373143084006,-10.2,-9.2,-8.5,10.2,9.2,8.5,205348,142367
North Carolina 6th,NC-06,North Carolina,56.119636731475,41.4445469314733,43.5626189691912,56.4373810308088,45.6988113467634,54.3011886532366,-8.6,-8.4,-8,8.6,8.4,8,201387,148725
North Carolina 7th,NC-07,North Carolina,57.5986007577366,39.9010360204298,43.6226557289782,56.3773442710218,45.0205318158047,54.9794681841953,-10.2,-8.3,-8.7,10.2,8.3,8.7,206150,142809
North Carolina 8th,NC-08,North Carolina,56.1153142491411,41.1289300011472,44.7938103467411,55.2061896532589,45.6957068624883,54.3042931375117,-8.8,-7.2,-8,8.8,7.2,8,185873,136233
North Carolina 9th,NC-09,North Carolina,54.3706090354999,42.7674126459778,44.1552490767955,55.8447509232045,45.5832236139493,54.4167763860507,-7.1,-7.8,-8.1,7.1,7.8,8.1,186974,147072
North Carolina 10th,NC-10,North Carolina,61.0485172241919,36.3922829763088,40.8734083598421,59.1265916401579,42.0276043179398,57.9723956820602,-13.8,-11.1,-11.7,13.8,11.1,11.7,216790,129233
North Carolina 11th,NC-11,North Carolina,63.1775418549395,34.0074988669294,39.5660415719856,60.4339584280144,42.14192684996,57.85807315004,-16.1,-12.4,-11.5,16.1,12.4,11.5,230001,123806
North Carolina 12th,NC-12,North Carolina,28.3904120161315,68.4034901114445,68.4051141022643,31.5948858977357,68.7547609591583,31.2452390408417,19.6,16.4,15.1,-19.6,-16.4,-15.1,101161,243736
North Carolina 13th,NC-13,North Carolina,53.3652511605025,43.9751436714479,46.5669977846066,53.4330022153934,48.4358373494864,51.5641626505136,-5.9,-5.4,-5.3,5.9,5.4,5.3,194170,160004
North Dakota At-Large,ND-01,North Dakota,64.1472587235881,27.7420901104559,38.915162719357,58.6603360071329,45.5913437180319,54.4086562819681,-20.9,-12.1,-8.1,20.9,12.1,8.1,216794,93758
Nebraska 1st,NE-01,Nebraska,57.4646979126667,36.2367141708266,40.795870255977,57.4656867518541,44.8554110174667,55.1445889825333,-12.4,-10.4,-8.8,12.4,10.4,8.8,158629,100030
Nebraska 2nd,NE-02,Nebraska,48.2120254828881,45.9666702897153,45.7300395399094,52.8195060332574,50.5945090640761,49.4054909359239,-2.3,-5.6,-3.1,2.3,5.6,3.1,137506,131102
Nebraska 3rd,NE-03,Nebraska,74.8641905004533,19.9919076270615,27.8199139400106,70.2333625235205,31.6704155955441,68.3295844044559,-30,-23.6,-22,30,23.6,22,199826,53362
New Hampshire 1st,NH-01,New Hampshire,48.1914009887814,46.6012318098357,50.2079526473325,48.602345212605,53.2262711260073,46.7737288739927,-2,-1.2,-.5,2,1.2,.5,179259,173344
New Hampshire 2nd,NH-02,New Hampshire,46.2208640721189,48.6219587337008,54.1581457789964,44.512169107504,56.5098279572958,43.4901720427042,.2,2.9,2.8,-.2,-2.9,-2.8,166531,175182
New Jersey 1st,NJ-01,New Jersey,36.1131025432276,60.5690365383914,65.0763183231432,33.844064096353,65.4161063442383,34.5838936557617,11.5,13.8,11.7,-11.5,-13.8,-11.7,118880,199386
New Jersey 2nd,NJ-02,New Jersey,50.6180608341329,45.9981807080286,53.5336035215677,45.3781211737618,53.8671990535345,46.1328009464655,-3.5,2.2,.2,3.5,-2.2,-.2,162486,147656
New Jersey 3rd,NJ-03,New Jersey,51.3916876574307,45.2004161647136,51.7703377453836,47.1941508091463,51.7437145174371,48.2562854825629,-4.3,.3,-1.9,4.3,-.3,1.9,187703,165090
New Jersey 4th,NJ-04,New Jersey,55.7679418256058,40.9977480698743,44.6832845800739,54.2490828164333,45.7763835346343,54.2236164653657,-8.7,-6.8,-7.9,8.7,6.8,7.9,198859,146191
New Jersey 5th,NJ-05,New Jersey,48.8439013016226,47.7205831927471,47.9369861309267,50.9439573012478,48.9776322362213,51.0223677637787,-1.7,-3.5,-4.7,1.7,3.5,4.7,178058,173963
New Jersey 6th,NJ-06,New Jersey,40.6282798431199,56.2258327349058,61.4440578529084,37.4047203236248,59.0751064787562,40.9248935212438,6.9,10.2,5.4,-6.9,-10.2,-5.4,117679,162857
New Jersey 7th,NJ-07,New Jersey,47.4676526943529,48.5828543133329,46.3393251365484,52.4790983138374,47.7789299161034,52.2210700838966,-.5,-5.1,-5.9,.5,5.1,5.9,176386,180530
New Jersey 8th,NJ-08,New Jersey,21.475084444754,75.6668523870878,78.2569155025379,20.7576285067386,73.7827993411131,26.2172006588869,26.8,27.1,20.1,-26.8,-27.1,-20.1,49336,173834
New Jersey 9th,NJ-09,New Jersey,33.1345893950235,64.3041432690848,68.3529338623453,30.7841343843015,64.5045828215062,35.4954171784938,14.9,17,10.8,-14.9,-17,-10.8,91696,177954
New Jersey 10th,NJ-10,New Jersey,12.7950876425786,85.2089938413323,87.9136924923832,11.5191631836852,85.3586878408274,14.6413121591726,35.8,36.5,31.7,-35.8,-36.5,-31.7,35111,233822
New Jersey 11th,NJ-11,New Jersey,48.7909720306362,47.90761833445,46.5912369702853,52.3710775030991,47.4148842684038,52.5851157315962,-1.6,-4.9,-6.3,1.6,4.9,6.3,185696,182334
New Jersey 12th,NJ-12,New Jersey,31.7832929859006,65.0200466378198,66.4905271926642,32.4211644422139,66.3730864960713,33.6269135039287,16.1,15.3,12.7,-16.1,-15.3,-12.7,100043,204661
New Mexico 1st,NM-01,New Mexico,35.113090437283,51.6358663253498,55.2508017505626,39.5999220397243,60.4912185344974,39.5087814655026,8.4,6.3,6.8,-8.4,-6.3,-6.8,100132,147250
New Mexico 2nd,NM-02,New Mexico,50.0698434396292,39.8825263247827,44.8967190558659,51.7242427004527,49.1072354368429,50.8927645631571,-6.8,-5.5,-4.6,6.8,5.5,4.6,117211,93363
New Mexico 3rd,NM-03,New Mexico,36.6679447990167,51.8256388571347,57.521637638243,38.6733832157568,62.0037494097499,37.9962505902501,7.5,7.8,8.3,-7.5,-7.8,-8.3,102323,144621
Nevada 1st,NV-01,Nevada,32.6320869741922,61.634322292217,65.6443300504249,32.4015149008278,66.1225131116987,33.8774868883013,14.3,15,12.4,-14.3,-15,-12.4,64233,121321
Nevada 2nd,NV-02,Nevada,52.0322933888734,39.6667597105619,44.8220482848369,52.8789223759634,50.6160638515002,49.3839361484999,-7.9,-6.1,-3.1,7.9,6.1,3.1,169631,129318
Nevada 3rd,NV-03,Nevada,47.5473123629462,46.5451686414703,49.5322262729501,48.7344281928247,54.5610721143008,45.4389278856992,-1.6,-1.6,.9,1.6,1.6,-.9,154815,151552
Nevada 4th,NV-04,Nevada,44.5524533098378,49.4959051319457,54.4277210695931,43.714427614077,57.6482225711726,42.3517774288274,1.5,3.5,4,-1.5,-3.5,-4,123380,137070
New York 1st,NY-01,New York,54.462796898082,42.1772872781531,49.6183283559879,49.0795574841125,51.879509546007,48.120490453993,-7.5,-1.7,-1.8,7.5,1.7,1.8,183233,141900
New York 2nd,NY-02,New York,52.957361643993,43.9470643437626,51.6450710217375,47.2344982634241,51.6986104535477,48.3013895464523,-5.8,.3,-2,5.8,-.3,2,165908,137680
New York 3rd,NY-03,New York,45.4542031713851,51.6365216132069,50.7643172741255,48.2060342040552,53.970123349656,46.029876650344,2.1,-.7,.3,-2.1,.7,-.3,156942,178288
New York 4th,NY-04,New York,43.7839025447506,53.3964152002161,56.312009321074,42.7594533280973,55.7428013914654,44.2571986085346,3.8,4.9,2.1,-3.8,-4.9,-2.1,147469,179845
New York 5th,NY-05,New York,12.6829742347982,85.7086746490337,90.5941689781348,9.1006701295521,86.3893649931023,13.6106350068977,36,38.9,32.7,-36,-38.9,-32.7,31322,211667
New York 6th,NY-06,New York,32.0751622162723,65.1132498733628,67.8144149401809,31.047023095462,63.9685590753381,36.0314409246619,15.9,16.6,10.3,-15.9,-16.6,-10.3,66487,134970
