"","District","Code","State","Trump2016","Clinton2016","Obama2012","Romney2012","Obama2008","McCain2008","raw16PVI","raw12PVI","raw08PVI","raw16PVIuse","raw12PVIuse","raw08PVIuse","Trump2016vote","Clinton2016vote","PVI2016","dem5.cd.turnout","dem4.cd.turnout","dem3.cd.turnout","dem2.cd.turnout","dem1.cd.turnout","rep5.cd.turnout","rep4.cd.turnout","rep3.cd.turnout","rep2.cd.turnout","rep1.cd.turnout","demavg.cd.turnout","repavg.cd.turnout","ClintonPredictedGainAvg5","ClintonPredictedLossAvg5","TrumpPredictedGainAvg5","TrumpPredictedLossAvg5","ClintonGainVLossAvg5","TrumpGainVLossAvg5","RelativeClintonGainVLossAvg5","ClintonPredictedGainAvg3","ClintonPredictedLossAvg3","TrumpPredictedGainAvg3","TrumpPredictedLossAvg3","ClintonGainVLossAvg3","TrumpGainVLossAvg3","RelativeClintonGainVLossAvg3","ClintonPredictedGainAvg1","ClintonPredictedLossAvg1","TrumpPredictedGainAvg1","TrumpPredictedLossAvg1","ClintonGainVLossAvg1","TrumpGainVLossAvg1","RelativeClintonGainVLossAvg1","ClintonPredictedGainAvgAvg","ClintonPredictedLossAvgAvg","TrumpPredictedGainAvgAvg","TrumpPredictedLossAvgAvg","ClintonGainVLossAvgAvg","TrumpGainVLossAvgAvg","RelativeClintonGainVLossAvgAvg","ClintonPredictedGainExt5","ClintonPredictedLossExt5","TrumpPredictedGainExt5","TrumpPredictedLossExt5","ClintonGainVLossExt5","TrumpGainVLossExt5","RelativeClintonGainVLossExt5","ClintonPredictedGainExt3","ClintonPredictedLossExt3","TrumpPredictedGainExt3","TrumpPredictedLossExt3","ClintonGainVLossExt3","TrumpGainVLossExt3","RelativeClintonGainVLossExt3","ClintonPredictedGainExt1","ClintonPredictedLossExt1","TrumpPredictedGainExt1","TrumpPredictedLossExt1","ClintonGainVLossExt1","TrumpGainVLossExt1","RelativeClintonGainVLossExt1","ClintonPredictedGainExtAvg","ClintonPredictedLossExtAvg","TrumpPredictedGainExtAvg","TrumpPredictedLossExtAvg","ClintonGainVLossExtAvg","TrumpGainVLossExtAvg","RelativeClintonGainVLossExtAvg","ActualClintonLostVotes"
"117","Georgia 2nd","GA-02","Georgia",43.2727536547321,54.9993349536281,58.5906452950698,40.8016856240592,58.1780638801556,41.8219361198444,4.9,7,4.5,-4.9,-7,-4.5,107361,136455,-4.9,0.664527328327092,0.6575306224357,0.650464746688328,0.64333216527266,0.636135454746156,0.591766149484029,0.599287630356424,0.606762619999551,0.61418793882515,0.621560497444379,0.650398063493987,0.606712967221906,6147,-9710,10122,-7034,-3563,3088,-6651,3690,-5681,6161,-4233,-1991,1928,-3919,947,-1425,2418,-1637,-478,781,-1259,3647,-5669,6168,-4251,-2022,1917,-3939,18842,-21561,20999,-23263,-2719,-2264,-455,11680,-12477,12987,-14046,-797,-1059,262,3071,-3091,5173,-5395,-20,-222,202,11404,-12502,12939,-14078,-1098,-1139,41,-29094
"118","Georgia 3rd","GA-03","Georgia",64.3303993715229,32.7561605181729,32.9979561183647,65.853787346444,34.2106875634017,65.7893124365983,-17.4,-18.6,-19.5,17.4,18.6,19.5,200624,102155,17.4,0.605123284719989,0.610848862016995,0.616544028024839,0.62220739444654,0.627837606688526,0.660851299506639,0.655446439140391,0.65000106252593,0.644516301060621,0.638993325453929,0.616512235179378,0.649961685537502,15082,2045,-4035,-32744,17127,-36779,53906,8535,1134,-2599,-20730,9669,-23329,32998,2068,269,-1079,-8448,2337,-9527,11864,8495,1137,-2591,-20765,9632,-23356,32988,25519,-7697,14165,-59899,17822,-45734,63556,14846,-4234,9308,-37848,10612,-28540,39152,3680,-995,3930,-15279,2685,-11349,14034,14622,-4259,9221,-37906,10363,-28685,39048,98469
"119","Georgia 4th","GA-04","Georgia",22.2434650425396,75.3046075342443,73.5853930945842,25.57853441401,73.5810597402259,26.4189402597741,26.1,22.2,19.9,-26.1,-22.2,-19.9,66433,224907,-26.1,0.716578214893306,0.699265048899854,0.681364560215061,0.662912216209899,0.643949681499129,0.522495926289806,0.54333975778905,0.564032909161699,0.584505426272213,0.604690362956509,0.68081394434345,0.563812876493855,-6942,-31179,15901,3878,-38121,19779,-57900,-4393,-19138,9134,2215,-23531,11349,-34880,-1188,-5049,3391,812,-6237,4203,-10440,-4306,-18975,9162,2224,-23281,11386,-34667,12463,-49292,23524,-7495,-36829,16029,-52858,8179,-29831,13678,-4317,-21652,9361,-31013,2271,-7763,5144,-1578,-5492,3566,-9058,7909,-29734,13671,-4319,-21825,9352,-31177,-158474
"120","Georgia 5th","GA-05","Georgia",11.9000896145267,84.9719055188158,83.0754361477681,15.8035401257483,84.8844431791713,15.1155568208287,36.6,32.1,31.2,-36.6,-32.1,-31.2,36385,259805,-36.6,0.740469082583708,0.718825468054818,0.696117627046841,0.672411644114218,0.647792027372321,0.487691887709437,0.515126044805974,0.542469345492526,0.569559152569506,0.596238832522225,0.695123169834381,0.542217052619933,-16142,-43237,11927,4872,-59379,16799,-76178,-10473,-27145,6648,2708,-37618,9356,-46974,-2905,-7339,2399,967,-10244,3366,-13610,-10219,-26816,6667,2716,-37035,9383,-46418,5550,-63486,16400,-1802,-57936,14598,-72534,3742,-39236,9235,-1012,-35494,8223,-43717,1067,-10455,3373,-361,-9388,3012,-12400,3600,-38988,9235,-1011,-35388,8224,-43612,-223420
"121","Georgia 6th","GA-06","Georgia",48.3091116571974,46.8162634416717,37.4530633906919,60.8300895765408,40.4513533554559,59.5486466445441,-1.9,-13.9,-13.2,1.9,13.9,13.2,160022,155077,1.9,0.646860230536128,0.643568709303682,0.640263570318761,0.636945072673314,0.633613480330739,0.613364315914364,0.616768669218641,0.62016160994089,0.623542846407055,0.626912091363204,0.640250212632525,0.620149906568831,11412,-7101,8921,-15750,4311,-6829,11140,6731,-4088,5527,-9631,2643,-4104,6747,1697,-1009,2207,-3784,688,-1577,2265,6668,-4087,5527,-9667,2581,-4140,6721,26234,-20937,24562,-39087,5297,-14525,19822,15957,-11935,15481,-23941,4022,-8460,12482,4121,-2910,6279,-9338,1211,-3059,4270,15624,-11976,15401,-23996,3648,-8595,12243,4945
"122","Georgia 7th","GA-07","Georgia",51.1387521527467,44.7540783531996,38.3196549026856,60.230846088272,39.4333432746794,60.5666567253206,-4.4,-13.1,-14.3,4.4,13.1,14.3,150845,132012,4.4,0.640259559125761,0.638372148346361,0.636480457412018,0.634584535328902,0.632684431606748,0.62119882977322,0.623122955965611,0.625043207910529,0.626959533168536,0.628871879776967,0.636476226363958,0.625039281318973,11176,-4746,6401,-16562,6430,-10161,16591,6549,-2716,3991,-10186,3833,-6195,10028,1641,-666,1604,-4026,975,-2422,3397,6493,-2717,3989,-10221,3776,-6232,10008,23923,-16646,20959,-38283,7277,-17324,24601,14449,-9435,13301,-23570,5014,-10269,15283,3707,-2287,5430,-9245,1420,-3815,5235,14162,-9472,13224,-23623,4690,-10399,15089,18833
"123","Georgia 8th","GA-08","Georgia",63.3461889015268,34.4087317429589,37.477774062327,61.6281287659931,38.0454548913085,61.9545451086915,-15.9,-14.1,-15.6,15.9,14.1,15.6,168193,91360,15.9,0.609241227172003,0.614064731736288,0.618865943414121,0.623644033470808,0.628398190620844,0.656377423009112,0.65178286676527,0.647159900999821,0.642509223298318,0.637831551128019,0.618842825282813,0.647132193040108,12779,1199,-2260,-26492,13978,-28752,42730,7262,667,-1450,-16717,7929,-18167,26096,1767,159,-600,-6789,1926,-7389,9315,7225,669,-1446,-16749,7894,-18195,26089,22051,-7455,13102,-49412,14596,-36310,50906,12884,-4115,8576,-31131,8769,-22555,31324,3206,-970,3607,-12526,2236,-8919,11155,12683,-4139,8499,-31182,8544,-22683,31227,76833
"124","Georgia 9th","GA-09","Georgia",77.7867873424962,19.3354978719109,20.4811927022545,78.1386799171214,24.5368447129219,75.4631552870781,-31.2,-31.2,-29.2,31.2,31.2,29.2,231194,57468,31.2,0.566606311469719,0.580842204356833,0.594944771103995,0.608892346651764,0.622664257919019,0.700599230363263,0.688247625489533,0.675622387938786,0.662736407791961,0.649604013403301,0.594789978300266,0.675361932997369,12968,5135,-17503,-48709,18103,-66212,84315,7062,2747,-11649,-31751,9809,-43400,53209,1651,630,-4999,-13353,2281,-18352,20633,7052,2762,-11568,-31725,9814,-43293,53107,19238,-718,2280,-78227,18520,-75947,94467,10741,-382,1552,-50728,10359,-49176,59535,2565,-87,679,-21096,2478,-20417,22895,10625,-385,1531,-50734,10240,-49203,59443,173726
"130","Hawaii 1st","HI-01","Hawaii",30.5379837553751,63.0716674629718,69.7015290463421,29.0186503962228,71.2840963471048,28.7159036528952,16.3,18.6,17.6,-16.3,-18.6,-17.6,63916,132009,-16.3,0.693121094251194,0.680328291938426,0.66725821184509,0.653925582844546,0.640346677017363,0.55479049731068,0.569427606579275,0.583944377834278,0.598316969476812,0.612522514891525,0.666995971579324,0.583800393218514,255,-14452,10688,-207,-14197,10481,-24678,158,-8680,6309,-121,-8522,6188,-14710,42,-2238,2404,-46,-2196,2358,-4554,155,-8633,6325,-122,-8478,6203,-14681,12030,-25444,17594,-10512,-13414,7082,-20496,7693,-15089,10531,-6191,-7396,4340,-11736,2083,-3839,4068,-2316,-1756,1752,-3508,7473,-15079,10514,-6201,-7606,4313,-11919,-68093
"131","Hawaii 2nd","HI-02","Hawaii",29.5628696440035,61.4113286923424,71.3836881839781,26.666544357095,74.6460695439209,25.3539304560791,16.4,20.8,21,-16.4,-20.8,-21,64931,134882,-16.4,0.693365866113861,0.680524702793924,0.667403734314325,0.654017853623177,0.640383523198969,0.554462820359593,0.569163090272068,0.583742462250324,0.598176780988869,0.612442880457723,0.667139136008851,0.583597606865715,213,-14809,10902,-172,-14596,10730,-25326,132,-8896,6433,-101,-8764,6332,-15096,35,-2294,2451,-38,-2259,2413,-4672,130,-8848,6450,-101,-8718,6349,-15067,12240,-26036,17923,-10647,-13796,7276,-21072,7829,-15443,10725,-6270,-7614,4455,-12069,2121,-3930,4142,-2345,-1809,1797,-3606,7605,-15433,10707,-6280,-7828,4427,-12255,-69951
"136","Idaho 1st","ID-01","Idaho",63.6805213798549,25.3805667003095,32.1835263725484,64.9123555252271,35.9794287984407,64.0205712015593,-22.6,-18.8,-17.7,22.6,18.8,17.7,229034,91284,22.6,0.590735252913699,0.599627236876835,0.608454078074961,0.617210547302824,0.625891593413664,0.676135957705454,0.668002372994052,0.659767308051078,0.651434562983812,0.643008163115521,0.608383741716396,0.659669672969984,16028,4096,-9680,-41713,20124,-51393,71517,8942,2240,-6314,-26706,11182,-33020,44202,2138,525,-2654,-11014,2663,-13668,16331,8912,2249,-6284,-26728,11161,-33012,44173,25582,-4822,10627,-72013,20760,-61386,82146,14656,-2620,7079,-45958,12036,-38879,50915,3582,-608,3029,-18764,2974,-15735,18709,14460,-2637,7001,-46008,11823,-39007,50830,137750
